id,word,defTh,defEn,type,ipa_us,ipa_uk,cefr,example,audioTh,audioEn,audio_example,image
3045,operational,การดำเนินงาน,"connected with the way in which a business, machine, system, etc. works",adjective,/ˌɑːpəˈreɪʃənl/,/ˌɒpəˈreɪʃənl/,C1,operational activities/costs/difficulties,,,,
3046,operator,ตัวดำเนินการ,a person who operates equipment or a machine,noun,/ˈɑːpəreɪtər/,/ˈɒpəreɪtə(r)/,B2,a computer/machine operator,,,,
3047,opinion,"ความเห็น, ความคิดเห็น","your feelings or thoughts about somebody/something, rather than a fact",noun,/əˈpɪnjən/,/əˈpɪnjən/,A1,He has very strong political opinions.,,,,3047_a1_opinion.jpg
3048,opponent,"คู่ต่อสู้, ฝ่ายตรงข้าม","a person that you are playing or fighting against in a game, competition, argument, etc.",noun,/əˈpəʊnənt/,/əˈpəʊnənt/,B2,a political opponent,,,,3048_b2_opponent.jpg
3049,opportunity,"โอกาส, ช่องทาง",a time when a particular situation makes it possible to do or achieve something,noun,/ˌɑːpərˈtuːnəti/,/ˌɒpəˈtjuːnəti/,A2,Don't miss this opportunity!,,,,3049_a2_opportunity.jpg
3050,oppose,"คัดค้าน, ต่อต้าน","to disagree strongly with somebody’s plan, policy, etc. and try to change it or prevent it from succeeding",verb,/əˈpəʊz/,/əˈpəʊz/,B2,"oppose somebody/something, This party would bitterly oppose the re-introduction of the death penalty.",,,,3050_b2_oppose.jpg
3051,opposed,"คัดค้าน, ตรงข้าม",disagreeing strongly with something and trying to stop it,adjective,/əˈpəʊzd/,/əˈpəʊzd/,B2,"opposed to something, He was strongly opposed to modernism in art.",,,,
3052,opposite,ตรงข้าม,on the other side of a particular area from somebody/something and usually facing them,adjective,/ˈɑːpəzɪt/,/ˈɒpəzɪt/,A1,Answers are given on the opposite page.,,,,3052_a1_opposite.jpg
3053,opposition,"การคัดค้าน, ฝ่ายตรงข้าม","the act of strongly disagreeing with somebody/something, especially with the aim of preventing something from happening",noun,/ˌɑːpəˈzɪʃn/,/ˌɒpəˈzɪʃn/,B2,Opposition came primarily from students.,,,,
3054,opt,เลือก,to choose to take or not to take a particular course of action,verb,/ɑːpt/,/ɒpt/,C1,"opt for/against something, After graduating she opted for a career in music.",,,,
3055,optical,แสง,connected with the sense of sight or the relationship between light and sight,adjective,/ˈɑːptɪkl/,/ˈɒptɪkl/,C1,optical effects,,,,
3056,optimism,มองในแง่ดี,a feeling that good things will happen and that something will be successful,noun,/ˈɑːptɪmɪzəm/,/ˈɒptɪmɪzəm/,C1,a mood of cautious optimism,,,,3056_c1_optimism.jpg
3057,optimistic,มองโลกในแง่ดี,expecting good things to happen or something to be successful; showing this feeling,adjective,/ˌɑːptɪˈmɪstɪk/,/ˌɒptɪˈmɪstɪk/,B2,We are now taking a more optimistic view.,,,,
3058,option,ตัวเลือก,something that you can choose to have or do; the freedom to choose what you do,noun,/ˈɑːpʃn/,/ˈɒpʃn/,A2,"As I see it, we have two options…",,,,3058_a2_option.jpg
3059,or,"หรือ, ไม่ก็",used to introduce another possibility,conjunction,/ɔːr/,/ɔː(r)/,A1,Is your sister older or younger than you?,,,,
3060,oral,ทางปาก,spoken rather than written,adjective,/ˈɔːrəl/,/ˈɔːrəl/,C1,a test of both oral and written French,,,,
3061,orange,"ส้ม, สีส้ม",between red and yellow in colour,adjective,/ˈɔːrɪndʒ/,/ˈɒrɪndʒ/,A1,yellow and orange flames,,,,3061_a1_orange.jpg
3062,orchestra,วงออเคสตรา,"a large group of people who play various musical instruments together, led by a conductor",noun,/ˈɔːrkɪstrə/,/ˈɔːkɪstrə/,B2,She plays the flute in the school orchestra.,,,,
3063,order,"คำสั่ง, สั่ง",the way in which people or things are placed or arranged in relation to each other,noun,/ˈɔːrdər/,/ˈɔːdə(r)/,A1,"in… order, The names are listed in alphabetical order.",,,,
3064,ordinary,"ธรรมดา, ปกติ",not unusual or different in any way,adjective,/ˈɔːrdneri/,/ˈɔːdnri/,A2,an ordinary sort of day,,,,3064_a2_ordinary.jpg
3065,organ,"อวัยวะ, เครื่องมือ","a part of the body that has a particular purpose, such as the heart or the brain; part of a plant with a particular purpose",noun,/ˈɔːrɡən/,/ˈɔːɡən/,B2,the internal organs,,,,
3066,organic,อินทรีย์,produced or practised without using artificial chemicals,adjective,/ɔːrˈɡænɪk/,/ɔːˈɡænɪk/,B2,"organic cheese/vegetables/wine, etc.",,,,3066_b2_organic.jpg
3067,organization,"องค์กร, การจัด","a group of people who form a business, club, etc. together in order to achieve a particular aim",noun,/ˌɔːrɡənəˈzeɪʃn/,/ˌɔːɡənaɪˈzeɪʃn/,A2,He's the president of a large international organization.,,,,
3068,organizational,ที่เกี่ยวกับการจัดองค์กร,connected with the way in which the different parts of something are arranged; connected with an organization,adjective,/ˌɔːrɡənəˈzeɪʃənl/,/ˌɔːɡənaɪˈzeɪʃənl/,C1,organizational changes within the party,,,,
3069,organize,จัดระเบียบ,to make all the arrangements for something to happen or be provided,verb,/ˈɔːrɡənaɪz/,/ˈɔːɡənaɪz/,A2,He helped to organize various events.,,,,3069_a2_organize.jpg
3070,organized,"จัด, เป็นระเบียบ",involving large numbers of people who work together to do something in a way that has been carefully planned,adjective,/ˈɔːrɡənaɪzd/,/ˈɔːɡənaɪzd/,B1,an organized body of workers,,,,
3071,organizer,ออแกไนเซอร์,a person who makes the arrangements for something,noun,/ˈɔːrɡənaɪzər/,/ˈɔːɡənaɪzə(r)/,B1,the organizers of the festival,,,,
3072,orientation,ปฐมนิเทศ,a person’s basic beliefs or feelings about a particular subject,noun,/ˌɔːriənˈteɪʃn/,/ˌɔːriənˈteɪʃn/,C1,religious/political orientation,,,,
3073,origin,"ต้นกำเนิด, ที่มา",the point from which something starts; the cause of something,noun,/ˈɔːrɪdʒɪn/,/ˈɒrɪdʒɪn/,B2,"origin of something, the origins of life on earth",,,,
3074,original,"ดั้งเดิม, ต้นฉบับ","existing at the beginning of a particular period, process or activity",adjective,/əˈrɪdʒənl/,/əˈrɪdʒənl/,A2,The room still has many of its original features.,,,,3074_a2_original.jpg
3075,originally,"ดั้งเดิม, แต่เดิม","used to describe the situation that existed at the beginning of a particular period or activity, especially before something was changed",adverb,/əˈrɪdʒənəli/,/əˈrɪdʒənəli/,B1,The school was originally very small.,,,,3075_b1_originally.jpg
3076,originate,กำเนิด,to happen or appear for the first time in a particular place or situation,verb,/əˈrɪdʒɪneɪt/,/əˈrɪdʒɪneɪt/,C1,The disease is thought to have originated in the tropics.,,,,3076_c1_originate.jpg
3077,other,"อื่น, อื่นๆ, อีก",used to refer to people or things that are additional or different to people or things that have been mentioned or are known about,adjective,/ˈʌðər/,/ˈʌðə(r)/,A1,Mr Harris and Mrs Bate and three other teachers were there.,,,,
3078,otherwise,"มิฉะนั้น, อย่างอื่น",used to state what the result would be if something did not happen or if the situation were different,adverb,/ˈʌðərwaɪz/,/ˈʌðəwaɪz/,B2,"My parents lent me the money. Otherwise, I couldn't have afforded the trip.",,,,3078_b2_otherwise.jpg
3079,ought,ควร,used to say what is the right thing to do,modal verb,/ˈɔːt tə/,/ˈɔːt tə/,B1,They ought to apologize.,,,,3079_b1_ought.jpg
3080,our,(คำนำหน้า) ของเรา,belonging to us; connected with us,determiner,/ɑːr/,/ɑː(r)/,A1,our daughter/dog/house,,,,
3081,ours,(สรรพนาม) สิ่งที่เป็นของเรา,the one or ones that belong to us,pronoun,/ɑːrz/,/ɑːz/,B1,"Their house is very similar to ours, but ours is bigger.",,,,
3082,ourselves,ตัวเราเอง,the reflexive form of we; used when you and another person or other people together cause and are affected by an action,pronoun,/ɑːrˈselvz/,/ɑːˈselvz/,A2,We shouldn't blame ourselves for what happened.,,,,
3083,out,"ข้างนอก, หมด",away from the inside of a place or thing,adverb,/aʊt/,/aʊt/,A1,She ran out into the corridor.,,,,
3084,outbreak,"การปะทุ, การระบาดเริ่มต้น","the sudden start of something unpleasant, especially violence or a disease",noun,/ˈaʊtbreɪk/,/ˈaʊtbreɪk/,C1,the outbreak of war,,,,3084_c1_outbreak.jpg
3085,outcome,ผลลัพธ์,the result or effect of an action or event,noun,/ˈaʊtkʌm/,/ˈaʊtkʌm/,B2,The likely outcome is a compromise.,,,,3085_b2_outcome.jpg
3086,outdoor,กลางแจ้ง,"used, happening or located outside rather than in a building",adjective,/ˈaʊtdɔːr/,/ˈaʊtdɔː(r)/,B1,outdoor pursuits/recreation/activities,,,,
3087,outdoors,"กลางแจ้ง, ภายนอก","outside, rather than in a building",adverb,/ˌaʊtˈdɔːrz/,/ˌaʊtˈdɔːz/,B1,The rain prevented them from eating outdoors.,,,,
3088,outer,"ภายนอก, ด้านนอก",on the outside of something,adjective,/ˈaʊtər/,/ˈaʊtə(r)/,B2,the outer layers of the skin,,,,
3089,outfit,ชุดเสื้อผ้า,"a set of clothes that you wear together, especially for a particular occasion or purpose",noun,/ˈaʊtfɪt/,/ˈaʊtfɪt/,B2,She was wearing an expensive new outfit.,,,,3089_b2_outfit.jpg
3090,outing,ออกนอกบ้าน,"a trip that you go on for pleasure or education, usually with a group of people and lasting no more than one day",noun,/ˈaʊtɪŋ/,/ˈaʊtɪŋ/,C1,a family outing,,,,
3091,outlet,ทางออก,a shop or an organization that sells goods made by a particular company or of a particular type,noun,/ˈaʊtlet/,/ˈaʊtlet/,C1,The business has 34 retail outlets in this state alone.,,,,
3092,outline,"โครงร่าง, สรุป",a description of the main facts or points involved in something,noun,/ˈaʊtlaɪn/,/ˈaʊtlaɪn/,B2,"outline of something, This is a brief outline of the events.",,,,3092_b2_outline.jpg
3093,outlook,แนวโน้ม,"the attitude to life and the world of a particular person, group or culture",noun,/ˈaʊtlʊk/,/ˈaʊtlʊk/,C1,Travel broadens your outlook.,,,,3093_c1_outlook.jpg
3094,output,"ผลผลิต, ส่งออก","the amount of something that a person, a machine or an organization produces",noun,/ˈaʊtpʊt/,/ˈaʊtpʊt/,B2,Manufacturing output has increased by 8 per cent.,,,,3094_b2_output.jpg
3095,outrage,ความชั่วร้าย,a strong feeling of shock and anger,noun,/ˈaʊtreɪdʒ/,/ˈaʊtreɪdʒ/,C1,The judge's remarks caused public outrage.,,,,3095_c1_outrage.jpg
3096,outside,"ภายนอก, ข้างนอก","of, on or facing the outer side",adjective,/ˈaʊtsaɪd/,/ˈaʊtsaɪd/,A2,The outside walls are damp.,,,,
3097,outsider,คนนอก,"a person who is not accepted as a member of a society, group, etc.",noun,/ˌaʊtˈsaɪdər/,/ˌaʊtˈsaɪdə(r)/,C1,Here she felt she would always be an outsider.,,,,
3098,outstanding,"โดดเด่น, ยอดเยี่ยม",extremely good; excellent,adjective,/aʊtˈstændɪŋ/,/aʊtˈstændɪŋ/,B2,an outstanding player/achievement/success,,,,
3099,oven,เตาอบ,"the part of a cooker that is like a box with a door on the front, in which food is cooked or heated",noun,/ˈʌvn/,/ˈʌvn/,A2,Take the cake out of the oven.,,,,
3100,over,"เหนือ, เกิน, จบ","across a street, an open space, etc.",adverb,/ˈəʊvər/,/ˈəʊvə(r)/,A1,I stopped and crossed over.,,,,
3101,overall,"โดยรวม, ทั้งหมด",including all the things or people that are involved in a particular situation; general,adjective,/ˌəʊvərˈɔːl/,/ˌəʊvərˈɔːl/,B2,"There will be winners in each of three age groups, and one overall winner.",,,,3101_b2_overall.jpg
3102,overcome,"เอาชนะ, พิชิต",to succeed in dealing with or controlling a problem that has been preventing you from achieving something,verb,/ˌəʊvərˈkʌm/,/ˌəʊvəˈkʌm/,B2,She overcame injury to win the Olympic gold medal.,,,,3102_b2_overcome.jpg
3103,overlook,มองข้าม,to fail to see or notice something,verb,/ˌəʊvərˈlʊk/,/ˌəʊvəˈlʊk/,C1,He seems to have overlooked one important fact.,,,,3103_c1_overlook.jpg
3104,overly,สุดเหวี่ยง,too; very,adverb,/ˈəʊvərli/,/ˈəʊvəli/,C1,I'm not overly fond of pasta.,,,,
3105,overnight,ค้างคืน,during or for the night,adverb,/ˌəʊvərˈnaɪt/,/ˌəʊvəˈnaɪt/,B2,We stayed overnight in London after the theatre.,,,,3105_b2_overnight.jpg
3106,overseas,ในต่างประเทศ,"connected with foreign countries, especially those separated from your country by the sea or ocean",adjective,/ˌəʊvərˈsiːz/,/ˌəʊvəˈsiːz/,B2,The firm is expanding into overseas markets.,,,,3106_b2_overseas.jpg
3107,oversee,"ดูแลการทำงาน, ควบคุมทั่วไป",to watch somebody/something and make sure that a job or an activity is done correctly,verb,/ˌəʊvərˈsiː/,/ˌəʊvəˈsiː/,C1,United Nations observers oversaw the elections.,,,,3107_c1_oversee.jpg
3108,overturn,คว่ำ,"if something overturns, or if somebody overturns it, it turns into a position in which the top of it is where the bottom of it normally is or on its side",verb,/ˌəʊvərˈtɜːrn/,/ˌəʊvəˈtɜːn/,C1,The car skidded and overturned.,,,,
3109,overwhelm,ประเด,to have such a strong emotional effect on somebody that it is difficult for them to resist or know how to react,verb,/ˌəʊvərˈwelm/,/ˌəʊvəˈwelm/,C1,She was overwhelmed by feelings of guilt.,,,,3109_c1_overwhelm.jpg
3110,overwhelming,ล้นหลาม,very great or very strong; so powerful that you cannot resist it or decide how to react,adjective,/ˌəʊvərˈwelmɪŋ/,/ˌəʊvəˈwelmɪŋ/,C1,The evidence against him was overwhelming.,,,,
3111,owe,เป็นหนี้,to have to pay somebody for something that you have already received or return money that you have borrowed,verb,/əʊ/,/əʊ/,B2,"owe somebody something, She still owes her father £3000.",,,,
